Fechas,Variable,Tipo_Valores,Valores,Periodicidad,Sector
2005-01-01,       Industria Manufacturera,Corrientes,29033.8,Anual,Real
2005-01-01,       Construcción,Corrientes,5229.0,Anual,Real
2005-01-01,"       Comercio, Hoteles y Restaurantes",Corrientes,18407.9,Anual,Real
2005-01-01,       Otros Servicios,Corrientes,59445.1,Anual,Real
2005-01-01,  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,Corrientes,9080.0,Anual,Real
2005-01-01, Impuestos  netos de subvenciones sobre la producción y las importaciones,Corrientes,12679.0,Anual,Real
2005-01-01,Producto Interno Bruto a precios de mercado,Corrientes,133885.7,Anual,Real
2005-01-01,       Importaciones de Bienes y Servicios C.I.F.,Corrientes,100913.1,Anual,Real
2005-01-01,DEMANDA GLOBAL ,Corrientes,234798.9,Anual,Real
2005-01-01,Demanda Interna,Corrientes,149469.0,Anual,Real
2005-01-01,    Gastos de Consumo Final,Corrientes,114494.6,Anual,Real
2005-01-01,       Sector Privado,Corrientes,95604.6,Anual,Real
2005-01-01,       Sector Público,Corrientes,18890.0,Anual,Real
2005-01-01,    Inversión Interna Bruta,Corrientes,34974.4,Anual,Real
2005-01-01,      Formación Bruta de Capital Fijo,Corrientes,31918.3,Anual,Real
2005-01-01,       Sector Privado,Corrientes,26455.3,Anual,Real
2005-01-01,       Sector Público,Corrientes,5463.0,Anual,Real
2005-01-01,     Variación de Existencias,Corrientes,3056.1,Anual,Real
2005-01-01,Demanda  Externa,Corrientes,85329.9,Anual,Real
2005-01-01, Exportación de Bienes y Servicios F.O.B.,Corrientes,85329.9,Anual,Real
2006-01-01,OFERTA GLOBAL,Corrientes,365289.0,Anual,Real
2006-01-01,Valor Agregado Bruto a precios básicos,Corrientes,188386.2,Anual,Real
2006-01-01,"       Agricultura, Ganadería, Caza, Silvicultura y Pesca ",Corrientes,24458.7,Anual,Real
2006-01-01,       Explotación de Minas y Canteras,Corrientes,2396.4,Anual,Real
2006-01-01,       Industria Manufacturera,Corrientes,39133.1,Anual,Real
2006-01-01,       Construcción,Corrientes,11390.0,Anual,Real
2006-01-01,"       Comercio, Hoteles y Restaurantes",Corrientes,35184.1,Anual,Real
2006-01-01,       Otros Servicios,Corrientes,84636.0,Anual,Real
2006-01-01,  Menos: Servicios de Intermediación Financiera Medidos Indirectamente,Corrientes,8812.1,Anual,Real
2006-01-01, Impuestos  netos de subvenciones sobre la producción y las importaciones,Corrientes,17901.8,Anual,Real
2006-01-01,Producto Interno Bruto a precios de mercado,Corrientes,206288.0,Anual,Real
2006-01-01,       Importaciones de Bienes y Servicios C.I.F.,Corrientes,159001.0,Anual,Real
2006-01-01,DEMANDA GLOBAL ,Corrientes,365289.0,Anual,Real
2006-01-01,Demanda Interna,Corrientes,249655.0,Anual,Real
2006-01-01,    Gastos de Consumo Final,Corrientes,191189.4,Anual,Real
2006-01-01,       Sector Privado,Corrientes,160238.4,Anual,Real
2006-01-01,       Sector Público,Corrientes,30951.0,Anual,Real
2006-01-01,    Inversión Interna Bruta,Corrientes,58465.6,Anual,Real
2006-01-01,      Formación Bruta de Capital Fijo,Corrientes,56371.0,Anual,Real
2006-01-01,       Sector Privado,Corrientes,48212.0,Anual,Real
2006-01-01,       Sector Público,Corrientes,8159.0,Anual,Real
2006-01-01,     Variación de Existencias,Corrientes,2094.6,Anual,Real
