Fechas,Variable,Tipo_Valores,Valores,Periodicidad,Sector
2013-01-01,"Productos Alimenticios, Bebidas y Tabaco",Corrientes,31438.5,Anual,Real
2013-01-01,"Producción, Procesamiento y Conservación de Carne y Pescado",Corrientes,5617.8,Anual,Real
2013-01-01,Elaboración de Productos de Molineria y Alimentos Preparados para Animales,Corrientes,2821.6,Anual,Real
2013-01-01,Elaboración de otros Productos Alimenticios,Corrientes,16157.4,Anual,Real
2013-01-01,Elaboración de Bebidas,Corrientes,5502.2,Anual,Real
2013-01-01,Elaboración de Productos de Tabaco,Corrientes,1339.4,Anual,Real
2013-01-01,"Fabricación de Productos Textiles, Cuero y Calzado",Corrientes,13987.3,Anual,Real
2013-01-01,Producción de Madera y Fabricación de Productos de Madera,Corrientes,731.4,Anual,Real
2013-01-01,"Fabricación de Papel y Productos de Papel, Actividades de Edición e Impresión",Corrientes,1219,Anual,Real
2013-01-01,"Fabricación de Sustancias y Productos Químicos, Derivados del Petróleo, Productos de Caucho y Plástico",Corrientes,3412.9,Anual,Real
2013-01-01,Fabricación de Productos de Vidrio y Otros Minerales no Metálicos ,Corrientes,3077.3,Anual,Real
2013-01-01,Industrias Metálicas Básicas ,Corrientes,1670.9,Anual,Real
2013-01-01,"Fabricación de Productos Metálicos, Maquinaria y Equipo",Corrientes,8263.6,Anual,Real
2013-01-01,Muebles2/,Corrientes,624.8,Anual,Real
2013-01-01,Otras Industrias Manufactureras,Corrientes,694,Anual,Real
2014-01-01,PRECIOS CORRIENTES,Corrientes,71543.3,Anual,Real
2014-01-01,"Productos Alimenticios, Bebidas y Tabaco",Corrientes,34593,Anual,Real
2014-01-01,"Producción, Procesamiento y Conservación de Carne y Pescado",Corrientes,5355.9,Anual,Real
2014-01-01,Elaboración de Productos de Molineria y Alimentos Preparados para Animales,Corrientes,3203.4,Anual,Real
2014-01-01,Elaboración de otros Productos Alimenticios,Corrientes,18177,Anual,Real
2014-01-01,Elaboración de Bebidas,Corrientes,6446.5,Anual,Real
2014-01-01,Elaboración de Productos de Tabaco,Corrientes,1410.1,Anual,Real
2014-01-01,"Fabricación de Productos Textiles, Cuero y Calzado",Corrientes,17543.7,Anual,Real
2014-01-01,Producción de Madera y Fabricación de Productos de Madera,Corrientes,837.5,Anual,Real
2014-01-01,"Fabricación de Papel y Productos de Papel, Actividades de Edición e Impresión",Corrientes,1252.5,Anual,Real
2014-01-01,"Fabricación de Sustancias y Productos Químicos, Derivados del Petróleo, Productos de Caucho y Plástico",Corrientes,3465,Anual,Real
2014-01-01,Fabricación de Productos de Vidrio y Otros Minerales no Metálicos ,Corrientes,3280,Anual,Real
2014-01-01,Industrias Metálicas Básicas ,Corrientes,1578.7,Anual,Real
2014-01-01,"Fabricación de Productos Metálicos, Maquinaria y Equipo",Corrientes,7390.5,Anual,Real
2014-01-01,Muebles2/,Corrientes,756.7,Anual,Real
2014-01-01,Otras Industrias Manufactureras,Corrientes,845.8,Anual,Real
2015-01-01,PRECIOS CORRIENTES,Corrientes,80769.4,Anual,Real
2015-01-01,"Productos Alimenticios, Bebidas y Tabaco",Corrientes,39056.4,Anual,Real
2015-01-01,"Producción, Procesamiento y Conservación de Carne y Pescado",Corrientes,5385,Anual,Real
2015-01-01,Elaboración de Productos de Molineria y Alimentos Preparados para Animales,Corrientes,3643.2,Anual,Real
2015-01-01,Elaboración de otros Productos Alimenticios,Corrientes,21032.2,Anual,Real
2015-01-01,Elaboración de Bebidas,Corrientes,7503.7,Anual,Real
2015-01-01,Elaboración de Productos de Tabaco,Corrientes,1492.4,Anual,Real
2015-01-01,"Fabricación de Productos Textiles, Cuero y Calzado",Corrientes,20444.6,Anual,Real
2015-01-01,Producción de Madera y Fabricación de Productos de Madera,Corrientes,902.5,Anual,Real
2015-01-01,"Fabricación de Papel y Productos de Papel, Actividades de Edición e Impresión",Corrientes,1306.8,Anual,Real
2015-01-01,"Fabricación de Sustancias y Productos Químicos, Derivados del Petróleo, Productos de Caucho y Plástico",Corrientes,4460.6,Anual,Real
2015-01-01,Fabricación de Productos de Vidrio y Otros Minerales no Metálicos ,Corrientes,4036.4,Anual,Real
2015-01-01,Industrias Metálicas Básicas ,Corrientes,1024.7,Anual,Real
2015-01-01,"Fabricación de Productos Metálicos, Maquinaria y Equipo",Corrientes,7940.4,Anual,Real
2015-01-01,Muebles2/,Corrientes,835.6,Anual,Real
2015-01-01,Otras Industrias Manufactureras,Corrientes,761.4,Anual,Real
2016-01-01,PRECIOS CORRIENTES,Corrientes,85034.6,Anual,Real
2016-01-01,"Productos Alimenticios, Bebidas y Tabaco",Corrientes,41896,Anual,Real
2016-01-01,"Producción, Procesamiento y Conservación de Carne y Pescado",Corrientes,5658.9,Anual,Real
2016-01-01,Elaboración de Productos de Molineria y Alimentos Preparados para Animales,Corrientes,3926.2,Anual,Real
2016-01-01,Elaboración de otros Productos Alimenticios,Corrientes,22316.2,Anual,Real
2016-01-01,Elaboración de Bebidas,Corrientes,8384.3,Anual,Real
2016-01-01,Elaboración de Productos de Tabaco,Corrientes,1610.5,Anual,Real
2016-01-01,"Fabricación de Productos Textiles, Cuero y Calzado",Corrientes,19957.3,Anual,Real
2016-01-01,Producción de Madera y Fabricación de Productos de Madera,Corrientes,942.7,Anual,Real
2016-01-01,"Fabricación de Papel y Productos de Papel, Actividades de Edición e Impresión",Corrientes,1317.5,Anual,Real
2016-01-01,"Fabricación de Sustancias y Productos Químicos, Derivados del Petróleo, Productos de Caucho y Plástico",Corrientes,5675.2,Anual,Real
2016-01-01,Fabricación de Productos de Vidrio y Otros Minerales no Metálicos ,Corrientes,4818.7,Anual,Real
2016-01-01,Industrias Metálicas Básicas ,Corrientes,949.5,Anual,Real
2016-01-01,"Fabricación de Productos Metálicos, Maquinaria y Equipo",Corrientes,7486.1,Anual,Real
2016-01-01,Muebles2/,Corrientes,951.3,Anual,Real
2016-01-01,Otras Industrias Manufactureras,Corrientes,1040.3,Anual,Real
2017-01-01,PRECIOS CORRIENTES,Corrientes,93066.90000000001,Anual,Real
2017-01-01,"Productos Alimenticios, Bebidas y Tabaco",Corrientes,47658.9,Anual,Real
2017-01-01,"Producción, Procesamiento y Conservación de Carne y Pescado",Corrientes,5836.7,Anual,Real
2017-01-01,Elaboración de Productos de Molineria y Alimentos Preparados para Animales,Corrientes,3951.1,Anual,Real
2017-01-01,Elaboración de otros Productos Alimenticios,Corrientes,26230.4,Anual,Real
2017-01-01,Elaboración de Bebidas,Corrientes,10047.9,Anual,Real
2017-01-01,Elaboración de Productos de Tabaco,Corrientes,1592.8,Anual,Real
2017-01-01,"Fabricación de Productos Textiles, Cuero y Calzado",Corrientes,19950.5,Anual,Real
2017-01-01,Producción de Madera y Fabricación de Productos de Madera,Corrientes,890.4,Anual,Real
2017-01-01,"Fabricación de Papel y Productos de Papel, Actividades de Edición e Impresión",Corrientes,1400,Anual,Real
2017-01-01,"Fabricación de Sustancias y Productos Químicos, Derivados del Petróleo, Productos de Caucho y Plástico",Corrientes,5735.1,Anual,Real
2017-01-01,Fabricación de Productos de Vidrio y Otros Minerales no Metálicos ,Corrientes,5482.6,Anual,Real
2017-01-01,Industrias Metálicas Básicas ,Corrientes,1908.6,Anual,Real
2017-01-01,"Fabricación de Productos Metálicos, Maquinaria y Equipo",Corrientes,7769.236847257449,Anual,Real
2017-01-01,Muebles2/,Corrientes,1023.563152742551,Anual,Real
2017-01-01,Otras Industrias Manufactureras,Corrientes,1248,Anual,Real
2018-01-01,PRECIOS CORRIENTES,Corrientes,97181.2,Anual,Real
2018-01-01,"Productos Alimenticios, Bebidas y Tabaco",Corrientes,49097.8,Anual,Real
2018-01-01,"Producción, Procesamiento y Conservación de Carne y Pescado",Corrientes,5962.6,Anual,Real
2018-01-01,Elaboración de Productos de Molineria y Alimentos Preparados para Animales,Corrientes,4179.2,Anual,Real
2018-01-01,Elaboración de otros Productos Alimenticios,Corrientes,26429.5,Anual,Real
2018-01-01,Elaboración de Bebidas,Corrientes,10556.5,Anual,Real
